Kamlesh Nagarkoti,2022,12,36,317,7,8.81,45.3,30.9,0,2/13,22,15,32.9
Kane Richardson,2013,12,43.4,321,12,7.35,26.8,21.8,0,3/9,25,10,51.5
Kane Richardson,2014,14,51.3,381,14,7.4,27.2,22.1,0,3/9,31,12,51.1
Kane Richardson,2016,25,86.1,705,27,8.18,26.1,19.1,0,3/23,67,23,42.9
Kane Richardson,2020,25,97,730,43,7.53,17,13.5,0,4/22,76,21,43.6
Kane Williamson,2015,3,6,37,3,6.17,12.3,12,0,2/26,2,2,58.3
Kane Williamson,2018,1,1,7,0,7,-,-,0,0/7,1,0,33.3
Kanishk Seth,2018,,,,,,,,,,,,
Karan Sharma,2022,,,,,,,,,,,,
Karanveer Singh,2014,,,,,,,,,,,,
Karn Sharma,2014,16,41.1,279,12,6.78,23.2,20.6,0,2/19,17,15,45.7
Karn Sharma,2017,19,56.1,503,10,8.96,50.3,33.7,0,2/12,23,32,27.9
Karn Sharma,2018,14,47,385,13,8.19,29.6,21.7,0,4/16,23,21,37.6
Karn Sharma,2022,5,19,165,5,8.68,33,22.8,0,2/25,8,9,27.2
Kartik Tyagi,2020,,,,,,,,,,,,
Kartik Tyagi,2022,14,52.1,491,13,9.41,37.8,24.1,0,2/29,45,23,44.4
Karun Nair,2014,,,,,,,,,,,,
Karun Nair,2016,,,,,,,,,,,,
Karun Nair,2018,,,,,,,,,,,,
Karun Nair,2021,,,,,,,,,,,,
Karun Nair,2022,2,3,12,2,4,6,9,0,1/2,0,0,38.9
Kedar Jadhav,2014,,,,,,,,,,,,
Kedar Jadhav,2018,,,,,,,,,,,,
Kedar Jadhav,2021,,,,,,,,,,,,
Keemo Paul,2019,11,28,235,7,8.39,33.6,24,0,2/16,13,10,42.3
Kevin Pietersen,2014,5,10,89,0,8.9,-,-,0,0/10,9,2,36.7
Kevin Pietersen,2015,,,,,,,,,,,,
Kevin Pietersen,2016,2,2,20,0,10,-,-,0,0/7,2,0,8.3
Kevon Cooper,2014,,,,,,,,,,,,
Kieron Pollard,2018,29,63.2,602,20,9.51,30.1,19,0,4/16,36,34,34.2
Kishore Pramod Kamath,2016,,,,,,,,,,,,
KL Rahul,2014,,,,,,,,,,,,
KL Rahul,2018,,,,,,,,,,,,
Kona Srikar Bharat,2015,,,,,,,,,,,,
Kona Srikar Bharat,2021,,,,,,,,,,,,
Krishnappa Gowtham,2017,,,,,,,,,,,,
Krishnappa Gowtham,2018,,,,,,,,,,,,
Krishnappa Gowtham,2021,9,28,250,2,8.93,125,84,0,1/32,18,13,30.4
Krismar Santokie,2014,,,,,,,,,,,,
Krunal Pandya,2016,,,,,,,,,,,,
Krunal Pandya,2018,24,71.1,509,16,7.15,31.8,26.7,0,3/14,33,13,33.7
Krunal Pandya,2022,28,83.2,645,11,7.74,58.6,45.5,0,2/26,42,23,38.4
Kshitiz Sharma,2018,,,,,,,,,,,,
Kuldeep Sen,2022,3,11.2,82,3,7.24,27.3,22.7,0,3/21,10,1,45.6
Kuldeep Yadav,2014,,,,,,,,,,,,
Kuldeep Yadav,2018,14,53,440,18,8.3,24.4,17.7,0,3/35,22,24,35.2
Kuldeep Yadav,2022,4,12,92,1,7.67,92,72,0,1/20,1,5,30.6
Kuldip Yadav,2021,,,,,,,,,,,,
Kuldip Yadav,2022,1,2,16,0,8,-,-,0,0/16,3,0,41.7
Kulwant Khejroliya,2017,,,,,,,,,,,,
Kulwant Khejroliya,2018,,,,,,,,,,,,
Kusal Janith Perera,2013,,,,,,,,,,,,
Kyle Abbott,2015,16,62,512,10,8.26,51.2,37.2,0,2/14,50,14,39.2
Kyle Abbott,2016,22,83,695,17,8.37,40.9,29.3,1,5/14,74,17,42
Kyle Jamieson,2021,15,56.2,448,29,7.95,15.4,11.7,1,6/7,42,17,53.3
Kyle Mayers,2022,6,14.4,135,5,9.2,27,17.6,0,3/39,9,9,45.5
Lakshmipathy Balaji,2014,25,95,684,30,7.2,22.8,19,0,4/18,59,22,47.2
Lalit Yadav,2020,,,,,,,,,,,,
Lalit Yadav,2022,11,38,288,14,7.58,20.6,16.3,0,3/22,22,7,31.1
Lasith Malinga,2019,26,99.5,803,32,8.04,25.1,18.7,0,3/11,64,28,45.1
Laxmi Ratan Shukla,2014,4,5,34,2,6.8,17,15,0,1/5,4,0,40
Laxmi Ratan Shukla,2015,7,12.2,105,2,8.51,52.5,37,0,1/14,11,4,44.6
Liam Livingstone,2019,10,19.3,161,9,8.26,17.9,13,0,4/17,16,3,29.1
Liam Livingstone,2021,24,66.3,529,28,7.95,18.9,14.2,0,4/23,21,32,34.6
Liam Livingstone,2022,30,76.4,616,25,8.03,24.6,18.4,0,4/23,32,29,33.3
Lockie Ferguson,2017,,,,,,,,,,,,
Lockie Ferguson,2019,18,65,449,21,6.91,21.4,18.6,0,4/26,50,12,53.8
Lockie Ferguson,2022,32,118.1,861,45,7.29,19.1,15.8,0,4/19,82,25,45.7
Luke Pomersbach,2013,,,,,,,,,,,,
Lukman Hussain Meriwala,2021,,,,,,,,,,,,
Lungisani Ngidi,2018,,,,,,,,,,,,
Lungisani Ngidi,2022,7,28,292,14,10.43,20.9,12,0,3/28,26,16,41.1
Luvnith Sisodia,2022,,,,,,,,,,,,
M Siddharth,2020,,,,,,,,,,,,
M Siddharth,2021,,,,,,,,,,,,
M. Ashwin,2016,,,,,,,,,,,,
M. Ashwin,2017,,,,,,,,,,,,
M. Ashwin,2018,,,,,,,,,,,,
M. Ashwin,2019,,,,,,,,,,,,
M. Harisankar Reddy,2021,,,,,,,,,,,,
Washington Sundar,2018,10,30,185,8,6.17,23.1,22.5,0,3/16,17,6,48.3
Maheesh Theekshana,2022,11,42,285,16,6.79,17.8,15.8,0,4/25,25,8,44.8
Mahipal Lomror,2016,,,,,,,,,,,,
Mahipal Lomror,2018,,,,,,,,,,,,
Mahipal Lomror,2022,5,8,53,1,6.62,53,48,0,1/22,3,1,35.4
Manan Ajay Sharma,2016,,,,,,,,,,,,
Manan Vohra,2018,,,,,,,,,,,,
Manan Vohra,2019,,,,,,,,,,,,
Manan Vohra,2022,,,,,,,,,,,,
Mandeep Hardev Singh,2014,,,,,,,,,,,,
Mandeep Singh,2018,,,,,,,,,,,,
Mandeep Singh,2022,,,,,,,,,,,,
Manish Pandey,2014,,,,,,,,,,,,
Manish Pandey,2018,,,,,,,,,,,,
Manish Pandey,2022,,,,,,,,,,,,
Manjot Kalra,2018,,,,,,,,,,,,
Manoj Tiwary,2014,1,1,8,2,8,4,3,0,2/8,0,1,50
Manoj Tiwary,2017,,,,,,,,,,,,
Manoj Tiwary,2018,,,,,,,,,,,,
Manpreet Gony,2013,9,33,292,7,8.85,41.7,28.3,0,3/31,26,15,44.4
Manpreet Gony,2017,,,,,,,,,,,,
Manprit Juneja,2014,,,,,,,,,,,,
Manvinder Bisla,2014,,,,,,,,,,,,
Manzoor Dar,2018,,,,,,,,,,,,
Marchant De Lange,2014,7,25,234,10,9.36,23.4,15,0,3/13,24,11,48.7
Marco Jansen,2021,3,10,105,1,10.5,105,60,0,1/41,11,4,35
Marco Jansen,2022,2,6,45,2,7.5,22.5,18,0,2/28,5,0,47.2
Marcus Stoinis,2015,3,5,42,2,8.4,21,15,0,2/12,4,1,30
Marcus Stoinis,2016,3,5,42,2,8.4,21,15,0,2/12,4,1,30
Marcus Stoinis,2018,28,73.3,616,26,8.38,23.7,17,0,4/15,50,18,34.7
Marcus Stoinis,2020,30,77.3,714,24,9.21,29.8,19.4,0,4/17,63,28,35.9
Mark Wood,2018,5,20,122,9,6.1,13.6,13.3,0,4/25,17,1,60
Mark Wood,2022,1,4,24,1,6,24,24,0,1/24,1,1,41.7
Martin Guptill,2017,,,,,,,,,,,,
Martin Guptill,2019,,,,,,,,,,,,
Matt Henry,2014,,,,,,,,,,,,
Matt Henry,2017,10,33.3,325,7,9.7,46.4,28.7,0,3/15,37,9,36.3
Matthew Wade,2022,,,,,,,,,,,,
Mayank Agarwal,2014,,,,,,,,,,,,
Mayank Agarwal,2018,,,,,,,,,,,,
Mayank Dagar,2018,,,,,,,,,,,,
Mayank Markande,2018,,,,,,,,,,,,
Mayank Markande,2022,7,24,164,7,6.83,23.4,20.6,0,2/25,10,4,34
Mayank Yadav,2022,,,,,,,,,,,,
Michael Clarke,2013,5,11,67,2,6.09,33.5,33,0,1/12,4,2,36.4
Michael Hussey,2014,,,,,,,,,,,,
Michael Hussey,2015,,,,,,,,,,,,
Midhun S,2018,,,,,,,,,,,,
Milind Kumar,2014,,,,,,,,,,,,
Milind Kumar,2019,,,,,,,,,,,,
Milind Tandon,2017,,,,,,,,,,,,
Mitchell Johnson,2014,22,82,623,26,7.6,24,18.9,0,3/27,82,13,55.3
Mitchell Johnson,2017,15,58.5,536,16,9.11,33.5,22.1,0,3/33,68,16,46.2
Mitchell Johnson,2018,21,81,537,28,6.63,19.2,17.4,0,3/3,66,8,53.3
Mitchell Marsh,2016,7,19,173,4,9.11,43.2,28.5,0,2/12,15,8,39.5
Mitchell Marsh,2020,7,14,171,1,12.21,171,84,0,1/26,17,8,23.8
Mitchell Marsh,2022,18,41.1,322,13,7.82,24.8,19,0,2/10,32,8,40.5
Mitchell McClenaghan,2015,14,54,467,20,8.65,23.4,16.2,1,5/29,44,16,44.8
Mitchell Santner,2018,14,55,368,15,6.69,24.5,22,0,3/16,31,8,41.8
Mitchell Santner,2022,15,49.4,355,10,7.15,35.5,29.8,0,2/10,23,15,46.3
Mitchell Starc,2014,10,38.3,285,24,7.4,11.9,9.6,0,3/17,32,10,57.6
Mitchell Starc,2018,,,,,,,,,,,,
Mithun Manhas,2014,,,,,,,,,,,,
Moeen Ali,2018,2,8,60,3,7.5,20,16,0,2/44,3,3,45.8
Moeen Ali,2021,27,70,525,24,7.5,21.9,17.5,0,4/18,33,26,36.4
Mohammad Nabi,2017,28,91.2,635,30,6.95,21.2,18.3,0,4/24,48,27,46.7
Mohammad Nabi,2018,42,139,903,42,6.5,21.5,19.9,0,4/24,49,44,46.4
Mohammad Nabi,2022,55,170.5,1168,44,6.84,26.5,23.3,1,5/15,71,43,38.2
Mohammad Shami,2014,,,,,,,,,,,,
Mohammad Shami,2018,,,,,,,,,,,,
Mohammad Shami,2019,,,,,,,,,,,,
Mohammad Shami,2022,,,,,,,,,,,,
Mohammed Azharudeen,2021,,,,,,,,,,,,
Mohammed Siraj,2017,,,,,,,,,,,,
Mohammed Siraj,2018,6,23,212,10,9.22,21.2,13.8,0,4/32,22,9,38.4
Mohd. Arshad Khan,2022,,,,,,,,,,,,
